"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"494","SKNAS","autonomic_ganglia",4.3702,1,0
"495","SKNBE2","autonomic_ganglia",12.226,0,0
"496","SKNDZ","autonomic_ganglia",11.151,0,0
"497","SKNFI","autonomic_ganglia",14.321,0,1
"498","SKNMC","bone",8.7049,0,0
"499","SKNSH","autonomic_ganglia",12.465,0,0
"500","SKOV3","ovary",13.599,0,1
"501","SKUT1","soft_tissue",5.5591,1,0
"502","SNGM","endometrium",14.373,0,1
"503","SNU1","stomach",3.9603,1,0
"504","SNU1033","large_intestine",14.793,0,1
"505","SNU1041","upper_aerodigestive_tract",11.132,0,0
"506","SNU1066","upper_aerodigestive_tract",8.7141,0,0
"507","SNU1076","upper_aerodigestive_tract",11.58,0,0
"508","SNU1077","endometrium",11.851,0,0
"509","SNU1079","biliary_tract",14.955,0,1
"510","SNU1105","central_nervous_system",12.97,0,1
"511","SNU119","ovary",7.8537,0,0
"512","SNU1196","biliary_tract",12.833,0,1
"513","SNU1214","upper_aerodigestive_tract",7.306,0,0
"514","SNU1272","kidney",13.712,0,1
"515","SNU16","stomach",4.5595,1,0
"516","SNU175","large_intestine",8.9222,0,0
"517","SNU182","liver",10.733,0,0
"518","SNU201","central_nervous_system",16.323,0,1
"519","SNU213","pancreas",13.271,0,1
"520","SNU216","stomach",3.6268,1,0
"521","SNU308","biliary_tract",13.029,0,1
"522","SNU387","liver",13.514,0,1
"523","SNU398","liver",12.181,0,0
"524","SNU407","large_intestine",8.5358,0,0
"525","SNU410","pancreas",12.93,0,1
"526","SNU423","liver",9.9042,0,0
"527","SNU449","liver",4.6453,1,0
"528","SNU46","upper_aerodigestive_tract",13.361,0,1
"529","SNU466","central_nervous_system",14.416,0,1
"530","SNU478","biliary_tract",8.2047,0,0
"531","SNU489","central_nervous_system",12.566,0,1
"532","SNU5","stomach",6.1732,1,0
"533","SNU503","large_intestine",13.096,0,1
"534","SNU601","stomach",5.8937,1,0
"535","SNU61","large_intestine",10.813,0,0
"536","SNU620","stomach",8.216,0,0
"537","SNU626","central_nervous_system",10.381,0,0
"538","SNU668","stomach",6.2834,1,0
"539","SNU685","endometrium",9.2934,0,0
"540","SNU719","stomach",8.6249,0,0
"541","SNU738","central_nervous_system",8.3671,0,0
"542","SNU761","liver",8.6689,0,0
"543","SNU8","ovary",12.039,0,0
"544","SNU81","large_intestine",10.335,0,0
"545","SNU840","ovary",7.4433,0,0
"546","SNU869","biliary_tract",11.591,0,0
"547","SNU878","liver",10.014,0,0
"548","SNU886","liver",14.667,0,1
"549","SNU899","upper_aerodigestive_tract",8.1151,0,0
"550","SNUC1","large_intestine",5.9327,1,0
"551","SNUC2A","large_intestine",7.8906,0,0
"552","SNUC4","large_intestine",9.0416,0,0
"553","SNUC5","large_intestine",9.5198,0,0
"554","SQ1","lung",14.45,0,1
"555","SU8686","pancreas",4.2012,1,0
"556","SUIT2","pancreas",11.9485,0,0
"558","SW1088","central_nervous_system",9.3543,0,0
"559","SW1116","large_intestine",15,0,1
"560","SW1271","lung",9.2874,0,0
"561","SW1353","bone",8.8837,0,0
"562","SW1417","large_intestine",6.5752,0,0
"563","SW1573","lung",8.6554,0,0
"564","SW1710","urinary_tract",5.557,1,0
"565","SW1783","central_nervous_system",13.623,0,1
"566","SW1990","pancreas",6.8494,0,0
"567","SW48","large_intestine",6.0462,1,0
"568","SW579","thyroid",7.382,0,0
"569","SW620","large_intestine",6.8743,0,0
"570","SW948","large_intestine",5.8503,1,0
"571","T24","urinary_tract",8.6864,0,0
"572","T3M10","lung",13.973,0,1
"573","T47D","breast",7.343,0,0
"574","T84","large_intestine",15.237,0,1
"575","T98G","central_nervous_system",6.9229,0,0
"576","TC71","bone",3.5349,1,0
"577","TCCSUP","urinary_tract",7.1832,0,0
"578","TE10","oesophagus",6.2958,0,0
"579","TE11","oesophagus",8.2807,0,0
"580","TE14","oesophagus",5.6962,1,0
"581","TE15","oesophagus",7.4113,0,0
"582","TE4","oesophagus",8.554,0,0
"583","TE441T","soft_tissue",16.373,0,1
"584","TE5","oesophagus",5.4655,1,0
"585","TE6","oesophagus",4.8496,1,0
"586","TE617T","soft_tissue",4.499,1,0
"587","TE8","oesophagus",8.6922,0,0
"588","TE9","oesophagus",6.5294,0,0
"589","TM31","central_nervous_system",11.123,0,0
"590","TOV112D","ovary",4.8016,1,0
"591","TT2609C02","thyroid",8.5054,0,0
"592","TTTHYROID","thyroid",7.0135,0,0
"593","TUHR10TKB","kidney",14.739,0,1
"594","TUHR14TKB","kidney",14.935,0,1
"595","TUHR4TKB","kidney",9.877,0,0
"596","TYKNU","ovary",8.1325,0,0
"597","U118MG","central_nervous_system",5.4419,1,0
"598","U251MG","central_nervous_system",9.3321,0,0
"599","U2OS","bone",8.7128,0,0
"600","U87MG","central_nervous_system",12.286,0,0
"601","UACC257","skin",4.8393,1,0
"602","UACC62","skin",11.1,0,0
"603","UBLC1","urinary_tract",5.9477,1,0
"604","UMUC1","urinary_tract",7.0117,0,0
"605","UMUC3","urinary_tract",7.8824,0,0
"606","VCAP","prostate",12.675,0,1
"607","VMCUB1","urinary_tract",6.1867,1,0
"608","VMRCLCD","lung",7.8111,0,0
"609","VMRCRCW","kidney",11.681,0,0
"610","VMRCRCZ","kidney",6.3739,0,0
"611","WM115","skin",10.289,0,0
"612","WM2664","skin",6.7047,0,0
"613","WM88","skin",7.6279,0,0
"614","WM983B","skin",7.0934,0,0
"615","YD10B","upper_aerodigestive_tract",6.1296,1,0
"616","YD15","salivary_gland",6.4962,0,0
"617","YD38","upper_aerodigestive_tract",6.5747,0,0
"618","YD8","upper_aerodigestive_tract",9.285,0,0
"619","YH13","central_nervous_system",9.9131,0,0
"620","YKG1","central_nervous_system",4.8544,1,0
"621","ZR751","breast",11.009,0,0
"622","ZR7530","breast",14.453,0,1
