"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"163",905936,"HCT-116","large_intestine","large_intestine",-2.13323674,0
"164",905937,"HCT-15","large_intestine","large_intestine",1.6888504,1
"165",905939,"HT-29","large_intestine","large_intestine",4.49144475,1
"166",905941,"NCI-H226","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",1.85337138,1
"167",905942,"NCI-H23","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.79100136,0
"168",905944,"NCI-H522","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.69090522,1
"169",905945,"T47D","breast","breast",4.55129185,1
"170",905946,"MCF7","breast","breast",2.1381981,1
"171",905947,"786-0","kidney","kidney",0.00763132,1
"172",905948,"A498","kidney","kidney",0.99498021,1
"173",905949,"A549","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.22933279,1
"174",905950,"ACHN","kidney","kidney",-2.19291688,0
"175",905951,"BT-549","breast","breast",2.21506756,1
"176",905954,"SK-MEL-28","skin","melanoma",4.87110064,1
"177",905955,"SK-MEL-2","skin","melanoma",1.58643063,1
"178",905956,"SK-MEL-5","skin","melanoma",3.16032841,1
"179",905957,"Hs-578-T","breast","breast",2.31951871,1
"180",905959,"SK-OV-3","urogenital_system","ovary",2.02832832,1
"181",905960,"MDA-MB-231","breast","breast",3.40076947,1
"182",905961,"COLO-205","large_intestine","large_intestine",4.66904755,1
"183",905962,"SW620","large_intestine","large_intestine",2.88835397,1
"184",905963,"CAKI-1","kidney","kidney",0.90495928,1
"185",905967,"NCI-H322M","lung_NSCLC","lung_NSCLC_adenocarcinoma",5.05551055,1
"186",905969,"OVCAR-5","urogenital_system","ovary",-0.26954961,1
"187",905970,"EKVX","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.79868225,1
"188",905971,"HCC2998","large_intestine","large_intestine",2.18244242,1
"189",905972,"HOP-62","lung_NSCLC","lung_NSCLC_adenocarcinoma",-1.01373786,1
"190",905973,"HOP-92","lung_NSCLC","lung_NSCLC_large cell",1.10592594,1
"191",905974,"LOXIMVI","skin","melanoma",-1.27731762,1
"192",905975,"M14","skin","melanoma",2.06428417,1
"193",905976,"UACC-62","skin","melanoma",2.54909387,1
"194",905977,"UACC-257","skin","melanoma",3.88849514,1
"195",905978,"RXF393","kidney","kidney",1.94926742,1
"196",905979,"SN12C","kidney","kidney",2.24089858,1
"197",905980,"TK10","kidney","kidney",2.368673,1
"198",905981,"U031","kidney","kidney",-2.80887544,0
"199",905982,"SNB75","nervous_system","glioma",2.62846036,1
"200",905983,"U251","nervous_system","glioma",-0.69768623,1
"201",905984,"SF539","nervous_system","glioma",-0.03238523,1
"202",905985,"SF295","nervous_system","glioma",0.81947913,1
"203",905986,"SF268","nervous_system","glioma",-0.47985491,1
"204",905989,"KM12","large_intestine","large_intestine",4.46412829,1
"205",905990,"OVCAR-4","urogenital_system","ovary",3.30876945,1
"206",905991,"OVCAR-8","urogenital_system","ovary",-1.00722935,1
"207",906693,"BxPC-3","pancreas","pancreas",1.922035,1
"208",906696,"BHT-101","thyroid","thyroid",0.17367364,1
"209",906746,"Becker","nervous_system","glioma",1.6743215,1
"210",906790,"AGS","digestive_system","stomach",-0.42656408,1
"211",906791,"ABC-1","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.80603242,1
"212",906792,"A2058","skin","melanoma",1.05945719,1
"213",906793,"A375","skin","melanoma",-1.50860319,0
"214",906794,"A253","aero_dig_tract","head and neck",-1.24321321,1
"215",906795,"8305C","thyroid","thyroid",3.43002297,1
"216",906797,"647-V","urogenital_system","Bladder",1.29496952,1
"217",906798,"639-V","urogenital_system","Bladder",0.05413122,1
"218",906801,"BT-20","breast","breast",2.54318387,1
"219",906804,"A2780","urogenital_system","ovary",3.45816335,1
"220",906805,"COR-L105","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.16892681,1
"221",906808,"COR-L88","lung_SCLC","lung_small_cell_carcinoma",5.58210736,1
"222",906812,"COLO-824","breast","breast",3.4886583,1
"223",906813,"COLO-800","skin","melanoma",-1.93514114,0
"224",906814,"COLO-792","skin","melanoma",0.33000176,1
"225",906817,"COLO-680N","aero_dig_tract","oesophagus",4.90853958,1
"226",906818,"COLO-679","skin","melanoma",2.15315341,1
"227",906821,"CFPAC-1","pancreas","pancreas",1.20137302,1
"228",906823,"CCF-STTG1","nervous_system","glioma",1.01582156,1
"229",906824,"Ca-Ski","urogenital_system","cervix",0.10345043,1
"230",906826,"CAL-120","breast","breast",1.94936929,1
"231",906827,"CAL-72","bone","osteosarcoma",2.22719952,1
"232",906828,"CAL-62","thyroid","thyroid",-0.66486103,1
"233",906830,"C32","skin","melanoma",2.80663525,1
"234",906833,"Daoy","nervous_system","medulloblastoma",-0.44790071,1
"235",906834,"D-283MED","nervous_system","medulloblastoma",1.65780715,1
"236",906835,"DBTRG-05MG","nervous_system","glioma",1.52965789,1
"237",906837,"Detroit562","aero_dig_tract","head and neck",1.52036128,1
"238",906839,"DK-MG","nervous_system","glioma",1.64735507,1
"239",906841,"DJM-1","skin","skin_other",0.77907722,1
"240",906843,"DoTc2-4510","urogenital_system","cervix",3.95235679,1
"241",906844,"DU-4475","breast","breast",2.75688353,1
"242",906848,"ECC10","digestive_system","stomach",4.00035847,1
"243",906851,"EFM-19","breast","breast",4.78024872,1
"244",906852,"EFO-27","urogenital_system","ovary",2.41465487,1
"245",906853,"EGI-1","digestive_system","biliary_tract",2.83129159,1
"246",906861,"ETK-1","digestive_system","biliary_tract",1.28154839,1
"247",906862,"EVSA-T","breast","breast",1.46453609,1
"248",906863,"FADU","aero_dig_tract","head and neck",2.42341684,1
"249",906864,"FTC-133","thyroid","thyroid",3.49091588,1
"250",906865,"G-361","skin","melanoma",2.43372152,1
"251",906868,"GAMG","nervous_system","glioma",0.13908724,1
"252",906871,"GI-1","nervous_system","glioma",-0.07792464,1
"253",906872,"GI-ME-N","neuroblastoma","neuroblastoma",-1.56466535,0
"254",906873,"GMS-10","nervous_system","glioma",0.38991634,1
"255",906875,"GOTO","neuroblastoma","neuroblastoma",-1.74316519,0
"256",906999,"GCT","soft_tissue","soft_tissue_other",-1.97653791,0
"257",907000,"ESS-1","urogenital_system","endometrium",-1.03403349,1
"258",907041,"GT3TKB","digestive_system","stomach",-1.76010727,0
"259",907042,"H4","nervous_system","glioma",-1.29418955,1
"260",907045,"HCC1419","breast","breast",7.09417819,1
"261",907046,"HCC1569","breast","breast",4.25462664,1
"262",907047,"HCC1806","breast","breast",-1.20818674,1
"263",907048,"HCC70","breast","breast",4.04531609,1
"264",907051,"HEC-1","urogenital_system","endometrium",2.40723889,1
"265",907055,"HGC-27","digestive_system","stomach",0.29176331,1
"266",907057,"HLE","digestive_system","liver",1.34059109,1
