"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","res_sens"
"399",909745,"SW1088","nervous_system","glioma",1.34388345,1
"400",909747,"SW1417","large_intestine","large_intestine",0.1051019,1
"401",909748,"SW1463","large_intestine","large_intestine",0.69526149,1
"402",909749,"SW1710","urogenital_system","Bladder",-2.32784462,1
"403",909750,"SW1783","nervous_system","glioma",-2.68571298,1
"404",909751,"SW48","large_intestine","large_intestine",-1.51519512,1
"405",909753,"SW626","urogenital_system","ovary",-1.16218968,1
"406",909754,"SW684","soft_tissue","fibrosarcoma",4.52855565,1
"407",909755,"SW837","large_intestine","large_intestine",-1.44222767,1
"408",909756,"SW872","soft_tissue","soft_tissue_other",-3.97439095,0
"409",909757,"SW948","large_intestine","large_intestine",1.55305947,1
"410",909758,"SW962","urogenital_system","urogenital_system_other",-1.94731272,1
"411",909759,"SW982","soft_tissue","soft_tissue_other",-2.29926869,1
"412",909761,"T84","large_intestine","large_intestine",-1.67782912,1
"413",909769,"TGBC1TKB","digestive_system","biliary_tract",0.17177615,1
"414",909770,"TGBC11TKB","digestive_system","stomach",-0.2566872,1
"415",909774,"TYK-nu","urogenital_system","ovary",-2.11899984,1
"416",909776,"U-2-OS","bone","osteosarcoma",1.7217483,1
"417",909778,"UACC-893","breast","breast",-0.62175372,1
"418",909779,"UMC-11","lung_NSCLC","lung_NSCLC_carcinoid",-0.17015649,1
"419",909780,"VM-CUB-1","urogenital_system","Bladder",-1.27309243,1
"420",909781,"VMRC-RCZ","kidney","kidney",-1.60530616,1
"421",909784,"WM-115","skin","melanoma",3.79201422,1
"422",909904,"YAPC","pancreas","pancreas",1.36144075,1
"423",909974,"RCC10RGB","kidney","kidney",0.52455518,1
"424",909975,"KURAMOCHI","urogenital_system","ovary",-0.76917188,1
"425",909977,"HuO-3N1","bone","osteosarcoma",2.29569482,1
"426",910079,"OE19","aero_dig_tract","oesophagus",-0.9317619,1
"427",910399,"NCI-H838","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.37151832,1
"428",910546,"PSN1","pancreas","pancreas",-3.1245101,0
"429",910548,"OAW-42","urogenital_system","ovary",-2.30792166,1
"430",910549,"OE33","aero_dig_tract","oesophagus",-0.93491082,1
"431",910554,"CW-2","large_intestine","large_intestine",2.29363965,1
"432",910567,"CHP-126","neuroblastoma","neuroblastoma",-2.34762842,1
"433",910568,"CGTH-W-1","thyroid","thyroid",-2.58696297,1
"434",910569,"COLO-320-HSR","large_intestine","large_intestine",0.03048663,1
"435",910689,"COLO-678","large_intestine","large_intestine",1.17088007,1
"436",910691,"COLO-684","urogenital_system","endometrium",-0.35410132,1
"437",910692,"COLO-668","lung_SCLC","lung_small_cell_carcinoma",-3.44671165,0
"438",910694,"LN-405","nervous_system","glioma",0.79909278,1
"439",910695,"TGBC24TKB","digestive_system","biliary_tract",-0.39353601,1
"440",910697,"A388","skin","skin_other",-1.57202144,1
"441",910698,"BFTC-909","kidney","kidney",-2.16926142,1
"442",910700,"C2BBe1","large_intestine","large_intestine",0.90908973,1
"443",910701,"SCC-25","aero_dig_tract","head and neck",-0.27765798,1
"444",910702,"AsPC-1","pancreas","pancreas",1.48111261,1
"445",910704,"AU565","breast","breast",-0.63978633,1
"446",910779,"IA-LM","lung_NSCLC","lung_NSCLC_large cell",-2.11459061,1
"447",910780,"TGW","neuroblastoma","neuroblastoma",1.01447043,1
"448",910781,"AN3-CA","urogenital_system","endometrium",-0.88954769,1
"449",910784,"A204","soft_tissue","rhabdomyosarcoma",-2.25582996,1
"450",910849,"NY","bone","osteosarcoma",-0.2558063,1
"451",910850,"C3A","digestive_system","liver",-1.49731474,1
"452",910851,"A427","lung_NSCLC","lung_NSCLC_not specified",-1.08476692,1
"453",910852,"CAL-85-1","breast","breast",-2.37393277,1
"454",910853,"CHL-1","skin","melanoma",-1.66712576,1
"455",910900,"NCI-H1651","lung_NSCLC","lung_NSCLC_adenocarcinoma",-3.51986264,0
"456",910903,"RPMI-7951","skin","melanoma",-1.74108258,1
"457",910904,"SCC-4","aero_dig_tract","head and neck",-0.97677982,1
"458",910905,"SNU-C1","large_intestine","large_intestine",0.69113297,1
"459",910907,"SW1990","pancreas","pancreas",-0.5057302,1
"460",910910,"UACC-812","breast","breast",2.15289669,1
"461",910911,"SCC-15","aero_dig_tract","head and neck",-0.36430868,1
"462",910915,"Capan-2","pancreas","pancreas",0.93566396,1
"463",910916,"CAL-27","aero_dig_tract","head and neck",-3.04597769,0
"464",910920,"A704","kidney","kidney",0.95017167,1
"465",910921,"A101D","skin","melanoma",-1.39593159,1
"466",910922,"769-P","kidney","kidney",-3.91666326,0
"467",910924,"23132-87","digestive_system","stomach",-2.64494177,1
"468",910925,"A431","skin","skin_other",-2.97764529,0
"469",910926,"BFTC-905","urogenital_system","Bladder",-2.22289947,1
"470",910927,"CAL-51","breast","breast",-3.11384043,0
"471",910931,"RERF-LC-MS","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.16273814,1
"472",910932,"GAK","skin","melanoma",-0.462145,1
"473",910933,"AM-38","nervous_system","glioma",-1.27005253,1
"474",910936,"DOK","aero_dig_tract","head and neck",1.50469818,1
"475",910937,"COR-L279","lung_SCLC","lung_small_cell_carcinoma",-3.18472613,0
"476",910942,"NEC8","urogenital_system","testis",-1.69369694,1
"477",910943,"CAS-1","nervous_system","glioma",1.36369886,1
"478",910948,"MFM-223","breast","breast",1.27841786,1
"479",910952,"CAL-54","kidney","kidney",0.43222024,1
"480",911905,"EFO-21","urogenital_system","ovary",-0.43338741,1
"481",917486,"LS-1034","large_intestine","large_intestine",-2.19988649,1
"482",924100,"22RV1","urogenital_system","prostate",-2.03040937,1
"483",924102,"8505C","thyroid","thyroid",-0.83780955,1
"484",924104,"BCPAP","thyroid","thyroid",-1.24062783,1
"485",924105,"BPH-1","urogenital_system","prostate",-2.30726632,1
"486",924106,"CAL-148","breast","breast",-2.82526035,1
"487",924107,"CAL-39","urogenital_system","cervix",-2.62948362,1
"488",924108,"CaR-1","large_intestine","large_intestine",-0.61458494,1
"489",924111,"HO-1-N-1","aero_dig_tract","head and neck",-0.88130722,1
"490",924151,"HTC-C3","thyroid","thyroid",1.5960502,1
"491",924186,"KGN","urogenital_system","ovary",-1.62257771,1
"492",924187,"KLE","urogenital_system","endometrium",1.1793753,1
"493",924188,"KNS-81-FD","nervous_system","glioma",0.53387599,1
"494",924238,"K5","thyroid","thyroid",0.54648695,1
"495",924240,"MDA-MB-415","breast","breast",-0.36232147,1
"496",924244,"NCI-H1975","lung_NSCLC","lung_NSCLC_adenocarcinoma",-0.28941071,1
"497",924247,"SW954","urogenital_system","urogenital_system_other",-2.44722348,1
"498",924248,"TE-441-T","soft_tissue","rhabdomyosarcoma",0.36717825,1
"499",925338,"MDA-MB-157","breast","breast",0.81280428,1
"500",925339,"MMAC-SF","skin","melanoma",-0.02022547,1
"501",925340,"MKN45","digestive_system","stomach",-1.85217278,1
"502",925341,"NCI-H810","lung_NSCLC","lung_NSCLC_large cell",-1.50831567,1
"503",925343,"MFH-ino","soft_tissue","soft_tissue_other",-2.45930482,1
"504",925345,"NOS-1","bone","osteosarcoma",0.45441648,1
"505",925346,"PANC-03-27","pancreas","pancreas",-1.64450942,1
"506",925347,"PANC-08-13","pancreas","pancreas",0.80842458,1
"507",925348,"PANC-10-05","pancreas","pancreas",-2.1750197,1
"508",930083,"RO82-W-1","thyroid","thyroid",2.50779602,1
"509",930297,"SiHa","urogenital_system","cervix",0.87893316,1
"510",930298,"SKG-IIIa","urogenital_system","cervix",-0.879938,1
"511",930299,"TT","thyroid","thyroid",1.16785941,1
"512",946353,"TE-9","aero_dig_tract","oesophagus",-0.80432953,1
"513",946354,"TE-11","aero_dig_tract","oesophagus",-2.27998908,1
"514",946355,"TE-6","aero_dig_tract","oesophagus",-0.1472936,1
"515",946356,"TE-12","aero_dig_tract","oesophagus",-1.74413497,1
"516",946359,"BT-474","breast","breast",0.87488195,1
"517",946360,"OAW-28","urogenital_system","ovary",-0.69028132,1
"518",946361,"LCLC-97TM1","lung_NSCLC","lung_NSCLC_large cell",-1.80823196,1
"519",946368,"D-263MG","nervous_system","glioma",-0.6822757,1
"520",946370,"D-392MG","nervous_system","glioma",1.71882422,1
"521",946373,"D-502MG","nervous_system","glioma",3.94005925,1
"522",946382,"CAMA-1","breast","breast",-0.66055644,1
"523",949090,"Caov-4","urogenital_system","ovary",0.02792428,1
"524",949093,"BT-483","breast","breast",2.65463225,1
"525",949094,"M059J","nervous_system","glioma",-1.80388879,1
"526",949155,"ES8","bone","ewings_sarcoma",-3.24711155,0
"527",949156,"ES4","bone","ewings_sarcoma",-3.43750588,0
"528",949157,"ES6","bone","ewings_sarcoma",-0.31740363,1
"529",949158,"ES1","bone","ewings_sarcoma",-3.48512352,0
"530",949160,"EW-7","bone","ewings_sarcoma",-3.29466158,0
"531",949161,"EW-3","bone","ewings_sarcoma",-2.04757557,1
"532",949163,"EW-1","bone","ewings_sarcoma",-2.24139912,1
"533",949164,"EW-18","bone","ewings_sarcoma",0.50778153,1
"534",949165,"EW-16","bone","ewings_sarcoma",-3.69607354,0
"535",949166,"EW-13","bone","ewings_sarcoma",-2.75734829,1
"536",949168,"EW-24","bone","ewings_sarcoma",-0.17663842,1
"537",949170,"LAN-6","neuroblastoma","neuroblastoma",-0.90944379,1
"538",949171,"NB10","neuroblastoma","neuroblastoma",-2.03379033,1
"539",949172,"NB12","neuroblastoma","neuroblastoma",0.12148445,1
"540",949173,"NB6","neuroblastoma","neuroblastoma",0.60803833,1
"541",949174,"NB7","neuroblastoma","neuroblastoma",0.66530633,1
