"","Cell.line.name","Tissue","area_under_curve","most_sensitive","least_sensitive"
"629","NCIH1693","lung",10.13,0,1
"630","NCIH1694","lung",4.5732,1,0
"631","NCIH1703","lung",6.8735,1,0
"632","NCIH1734","lung",4.7059,1,0
"633","NCIH1792","lung",10.63,0,1
"634","NCIH1793","lung",10.11,0,1
"635","NCIH1838","lung",7.9961,0,0
"636","NCIH1869","lung",9.6949,0,1
"637","NCIH1869","lung",9.3596,0,0
"638","NCIH1915","lung",9.8825,0,1
"639","NCIH1944","lung",9.4323,0,1
"640","NCIH2009","lung",7.6649,0,0
"641","NCIH2023","lung",8.0122,0,0
"642","NCIH2029","lung",6.2931,1,0
"643","NCIH2030","lung",9.7322,0,1
"644","NCIH2052","pleura",9.4441,0,1
"645","NCIH2081","lung",6.271,1,0
"646","NCIH2106","lung",7.9782,0,0
"647","NCIH2110","lung",5.662,1,0
"648","NCIH2126","lung",7.4502,1,0
"649","NCIH2141","lung",8.8852,0,0
"650","NCIH2170","lung",8.9158,0,0
"651","NCIH2171","lung",6.3021,1,0
"652","NCIH2172","lung",11.7,0,1
"653","NCIH2196","lung",7.8353,0,0
"654","NCIH2228","lung",6.6749,1,0
"655","NCIH2286","lung",6.7758,1,0
"656","NCIH2291","lung",10.022,0,1
"657","NCIH2342","lung",10.229,0,1
"658","NCIH2405","lung",9.653,0,1
"659","NCIH2444","lung",7.9705,0,0
"660","NCIH2452","pleura",8.2867,0,0
